Wed Feb 19 15:41:30 2025 [1740001290362 msec] (183 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: corellia_city_Silver Villa_player on planet: corellia at: (x:-123.92, y:-5796.08, z:0)
Wed Feb 26 02:15:31 2025 [1740557731738 msec] (52 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 02:15:31 2025 [1740557731739 msec] (52 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 02:15:31 2025 [1740557731739 msec] (52 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 02:15:33 2025 [1740557733030 msec] (54 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 02:15:33 2025 [1740557733167 msec] (54 s) Thread 6 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 02:15:36 2025 [1740557736421 msec] (57 s) Thread 4 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 02:57:27 2025 [1740560247954 msec] (55 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 02:57:27 2025 [1740560247954 msec] (55 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 02:57:27 2025 [1740560247955 msec] (55 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 02:57:29 2025 [1740560249209 msec] (56 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 02:57:29 2025 [1740560249385 msec] (56 s) Thread 7 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 02:57:32 2025 [1740560252586 msec] (59 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 03:56:57 2025 [1740563817654 msec] (54 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 03:56:57 2025 [1740563817655 msec] (54 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 03:56:57 2025 [1740563817655 msec] (54 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 03:56:58 2025 [1740563818960 msec] (55 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 03:56:59 2025 [1740563819033 msec] (55 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 03:57:02 2025 [1740563822089 msec] (58 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 06:59:23 2025 [1740574763184 msec] (128 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 06:59:23 2025 [1740574763184 msec] (128 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 06:59:23 2025 [1740574763184 msec] (128 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 06:59:24 2025 [1740574764594 msec] (130 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 06:59:24 2025 [1740574764873 msec] (130 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 06:59:27 2025 [1740574767891 msec] (133 s) Thread 8 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 09:32:43 2025 [1740583963076 msec] (9328 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 09:32:48 2025 [1740583968533 msec] (9334 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 09:38:02 2025 [1740584282306 msec] (9647 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 09:38:08 2025 [1740584288590 msec] (9654 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 09:40:14 2025 [1740584414278 msec] (9779 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 09:40:19 2025 [1740584419850 msec] (9785 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 09:45:23 2025 [1740584723098 msec] (10088 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 09:45:28 2025 [1740584728672 msec] (10094 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 09:59:37 2025 [1740585577089 msec] (10942 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 09:59:42 2025 [1740585582980 msec] (10948 s) Thread 10 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 10:04:54 2025 [1740585894711 msec] (11260 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 10:05:00 2025 [1740585900898 msec] (11266 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 10:12:44 2025 [1740586364636 msec] (122 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 10:12:44 2025 [1740586364637 msec] (122 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 10:12:44 2025 [1740586364638 msec] (122 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 10:12:46 2025 [1740586366014 msec] (123 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Wed Feb 26 10:12:46 2025 [1740586366161 msec] (123 s) Thread 10 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Wed Feb 26 10:12:49 2025 [1740586369269 msec] (127 s) Thread 7 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Wed Feb 26 10:28:28 2025 [1740587308396 msec] (1066 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 10:28:34 2025 [1740587314163 msec] (1071 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 10:41:52 2025 [1740588112356 msec] (1870 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Wed Feb 26 10:41:58 2025 [1740588118111 msec] (1875 s) Thread 8 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 12:39:17 2025 [1740767957080 msec] (55 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 12:39:17 2025 [1740767957080 msec] (55 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 12:39:17 2025 [1740767957080 msec] (55 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 12:39:18 2025 [1740767958582 msec] (57 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 12:39:18 2025 [1740767958726 msec] (57 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 12:39:21 2025 [1740767961908 msec] (60 s) Thread 7 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 12:47:50 2025 [1740768470142 msec] (56 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 12:47:50 2025 [1740768470143 msec] (56 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 12:47:50 2025 [1740768470143 msec] (56 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 12:47:51 2025 [1740768471469 msec] (57 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 12:47:51 2025 [1740768471706 msec] (57 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 12:47:55 2025 [1740768475145 msec] (61 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 13:00:29 2025 [1740769229981 msec] (56 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 13:00:29 2025 [1740769229982 msec] (56 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 13:00:29 2025 [1740769229983 msec] (56 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 13:00:31 2025 [1740769231440 msec] (58 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 13:00:31 2025 [1740769231747 msec] (58 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 13:00:35 2025 [1740769235028 msec] (61 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 13:04:11 2025 [1740769451360 msec] (53 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 13:04:11 2025 [1740769451360 msec] (53 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 13:04:11 2025 [1740769451361 msec] (53 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 13:04:12 2025 [1740769452949 msec] (54 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 13:04:13 2025 [1740769453067 msec] (55 s) Thread 7 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 13:04:16 2025 [1740769456268 msec] (58 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 13:13:26 2025 [1740770006497 msec] (53 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 13:13:26 2025 [1740770006498 msec] (53 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 13:13:26 2025 [1740770006498 msec] (53 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 13:13:27 2025 [1740770007747 msec] (55 s) Thread 8 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 13:13:27 2025 [1740770007926 msec] (55 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 13:13:31 2025 [1740770011137 msec] (58 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 13:32:52 2025 [1740771172741 msec] (66 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 13:32:52 2025 [1740771172742 msec] (66 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 13:32:52 2025 [1740771172743 msec] (66 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 13:32:54 2025 [1740771174396 msec] (68 s) Thread 4 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 13:32:54 2025 [1740771174570 msec] (68 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 13:32:57 2025 [1740771177635 msec] (71 s) Thread 8 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 14:02:29 2025 [1740772949874 msec] (53 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 14:02:29 2025 [1740772949874 msec] (53 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 14:02:29 2025 [1740772949874 msec] (53 s) Thread 37 - [NavMeshManager] INFO - Starting building navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 14:02:31 2025 [1740772951182 msec] (55 s) Thread 6 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_leader_camp on planet: tatooine at: (x:1500, y:-2000, z:0)
Fri Feb 28 14:02:31 2025 [1740772951681 msec] (55 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp2 on planet: tatooine at: (x:1002, y:-3019, z:0)
Fri Feb 28 14:02:34 2025 [1740772954547 msec] (58 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: screenplay_tatooine_brigand_camp1 on planet: tatooine at: (x:1144, y:-3920, z:0)
Fri Feb 28 15:01:43 2025 [1740776503249 msec] (3607 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 15:01:46 2025 [1740776506912 msec] (3610 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 15:06:59 2025 [1740776819793 msec] (3923 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 15:07:03 2025 [1740776823534 msec] (3927 s) Thread 5 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 16:02:38 2025 [1740780158418 msec] (7262 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 16:02:41 2025 [1740780161281 msec] (7265 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 16:09:16 2025 [1740780556927 msec] (7660 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 16:09:19 2025 [1740780559362 msec] (7663 s) Thread 10 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 16:35:45 2025 [1740782145877 msec] (9249 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 16:35:49 2025 [1740782149194 msec] (9253 s) Thread 10 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 16:40:57 2025 [1740782457215 msec] (9561 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 16:41:00 2025 [1740782460202 msec] (9564 s) Thread 6 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 17:44:43 2025 [1740786283074 msec] (13387 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 17:44:46 2025 [1740786286337 msec] (13390 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 17:49:43 2025 [1740786583526 msec] (13687 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 17:49:46 2025 [1740786586803 msec] (13690 s) Thread 8 - [NavMeshManager] INFO - Done building and setting navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 17:51:41 2025 [1740786701239 msec] (13805 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 17:51:43 2025 [1740786703972 msec] (13807 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 17:56:24 2025 [1740786984078 msec] (14088 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 17:56:27 2025 [1740786987131 msec] (14091 s) Thread 10 - [NavMeshManager] INFO - Done building and setting navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 17:57:07 2025 [1740787027884 msec] (14131 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 17:57:11 2025 [1740787031639 msec] (14135 s) Thread 8 - [NavMeshManager] INFO - Done building and setting navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 18:06:58 2025 [1740787618649 msec] (14722 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 18:07:02 2025 [1740787622206 msec] (14726 s) Thread 10 - [NavMeshManager] INFO - Done building and setting navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 18:08:51 2025 [1740787731687 msec] (14835 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 18:08:54 2025 [1740787734564 msec] (14838 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 18:10:32 2025 [1740787832401 msec] (14936 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 18:10:35 2025 [1740787835426 msec] (14939 s) Thread 6 - [NavMeshManager] INFO - Done building and setting navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 18:14:23 2025 [1740788063932 msec] (15167 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 18:14:26 2025 [1740788066910 msec] (15170 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: dantooine_city_Lake ASYLUM_player on planet: dantooine at: (x:-3395.92, y:3747.92, z:0)
Fri Feb 28 22:23:06 2025 [1740802986402 msec] (30090 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 22:23:09 2025 [1740802989432 msec] (30093 s) Thread 9 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 22:29:53 2025 [1740803393780 msec] (30497 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Fri Feb 28 22:29:57 2025 [1740803397012 msec] (30501 s) Thread 3 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Sat Mar  1 01:30:41 2025 [1740814241240 msec] (41345 s) Thread 35 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Sat Mar  1 01:30:44 2025 [1740814244270 msec] (41348 s) Thread 8 - [NavMeshManager] INFO - Done building and setting navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
Sat Mar  1 01:42:16 2025 [1740814936552 msec] (42040 s) Thread 36 - [NavMeshManager] INFO - Starting building navmesh for area: tatooine_city_mos mystic_player on planet: tatooine at: (x:6452.08, y:3555.92, z:0)
